City,State,Type,Year,CrimePerCapita,Gini,HSPerc
Merced,California,Cities,2016,0.120328255,0.4942,0.727
Modesto,California,Cities,2016,0.516723036,0.4313,0.817
Mountain View,California,Cities,2016,0.122360081,0.4731,0.907
Murrieta,California,Cities,2016,0,0.4287,0.916
Napa,California,Cities,2016,0.12328176,0.4469,0.83
Norwalk,California,Cities,2016,0.093063944,0.4128,0.746
Oakland,California,Cities,2016,0.211765702,0.5087,0.808
Oceanside,California,Cities,2016,0.394722003,0.4138,0.862
Orange,California,Cities,2016,0.070501477,0.4455,0.858
Oxnard,California,Cities,2016,0.287015422,0.4044,0.669
Palmdale,California,Cities,2016,0.501753,0.4339,0.746
Palo Alto,California,Cities,2016,0.594203544,0.5123,0.983
Pasadena,California,Cities,2016,0.13957903,0.5119,0.872
Perris,California,Cities,2016,0.131130344,0.4074,0.696
Pomona,California,Cities,2016,0.324445685,0.4039,0.672
Rancho Cucamonga,California,Cities,2016,0.225875125,0.4033,0.894
Redding,California,Cities,2016,1.087926195,0.4757,0.919
Redlands,California,Cities,2016,0.839336924,0.4471,0.9
Redwood City,California,Cities,2016,0.459527147,0.4456,0.848
Rialto,California,Cities,2016,0.096252876,0.4215,0.689
Richmond,California,Cities,2016,0.360789407,0.4231,0.757
Riverside,California,Cities,2016,0.245477085,0.4256,0.803
Roseville,California,Cities,2016,0.829775357,0.4115,0.944
Sacramento,California,Cities,2016,0.121096896,0.4616,0.836
Salinas,California,Cities,2016,0.06300046,0.398,0.574
San Diego,California,Cities,2016,0.247627376,0.4718,0.869
San Jose,California,Cities,2016,0.182368954,0.4508,0.831
San Leandro,California,Cities,2016,2.394688146,0.425,0.824
San Marcos,California,Cities,2016,0.210881485,0.4078,0.842
San Mateo,California,Cities,2016,0.190836053,0.458,0.909
San Ramon,California,Cities,2016,0.520149283,0.3704,0.975
Santa Ana,California,Cities,2016,0.177820455,0.3998,0.571
Santa Clarita,California,Cities,2016,0.455350597,0.4106,0.893
Santa Monica,California,Cities,2016,0.319417383,0.5182,0.937
Santa Rosa,California,Cities,2016,0.056694806,0.4302,0.876
Simi Valley,California,Cities,2016,0.157168453,0.4152,0.923
South Gate,California,Cities,2016,0.206630782,0.3949,0.568
South San Francisco,California,Cities,2016,0.58827855,0.414,0.843
Stockton,California,Cities,2016,0.097292669,0.4711,0.75
Sunnyvale,California,Cities,2016,0.064889558,0.4335,0.919
Thousand Oaks,California,Cities,2016,0.077010158,0.4595,0.945
Torrance,California,Cities,2016,0.067078979,0.4484,0.937
Turlock,California,Cities,2016,0.410784461,0.4853,0.739
Union City,California,Cities,2016,0.132448577,0.3774,0.928
Vacaville,California,Cities,2016,0.102384536,0.4004,0.895
Vallejo,California,Cities,2016,0.163541658,0.4318,0.861
Victorville,California,Cities,2016,0.16202466,0.4198,0.783
Walnut Creek,California,Cities,2016,0.429430289,0.4747,0.983
West Covina,California,Cities,2016,0.091785223,0.3862,0.844
Westminster,California,Cities,2016,0.432049426,0.4637,0.78
,Colorado,State,2016,0.197102948,0.4586,0.914
Aurora,Colorado,Cities,2016,0.491163156,0.3915,0.88
Boulder,Colorado,Cities,2016,0.366337268,0.5294,0.964
Centennial,Colorado,Cities,2016,0.179405987,0.3925,0.975
Colorado Springs,Colorado,Cities,2016,0.129278861,0.4477,0.941
Denver,Colorado,Cities,2016,0.271716202,0.5008,0.872
Fort Collins,Colorado,Cities,2016,0.121455031,0.4458,0.964
Longmont,Colorado,Cities,2016,0.321653729,0.447,0.902
Loveland,Colorado,Cities,2016,0.129978164,0.413,0.96
Pueblo,Colorado,Cities,2016,0.090969462,0.4781,0.853
,Connecticut,State,2016,0.295455147,0.4945,0.905
Bridgeport,Connecticut,Cities,2016,0.404912944,0.4936,0.761
Danbury,Connecticut,Cities,2016,1.054666901,0.4167,0.879
Hartford,Connecticut,Cities,2016,0.484903343,0.5005,0.733
New Haven,Connecticut,Cities,2016,0.690051754,0.4958,0.844
Norwalk,Connecticut,Cities,2016,0.786614076,0.5037,0.883
Stamford,Connecticut,Cities,2016,0.614835992,0.4972,0.865
Waterbury,Connecticut,Cities,2016,0.553041266,0.4749,0.781
,Delaware,State,2016,0.157447586,0.4522,0.893
,District Of Columbia,State,2016,1.388206963,0.542,0.905
Washington,District Of Columbia,Cities,2016,1.247852959,0.542,0.905
,Florida,State,2016,0.045990168,0.4852,0.874
Cape Coral,Florida,Cities,2016,0.055669678,0.416,0.905
Davie,Florida,Cities,2016,0.486892845,0.5133,0.913
Fort Myers,Florida,Cities,2016,0.391752308,0.5086,0.809
Gainesville,Florida,Cities,2016,0.304780482,0.5538,0.912
Homestead,Florida,Cities,2016,0.295420975,0.4606,0.753
Largo,Florida,Cities,2016,0.245694209,0.4091,0.911
Miami Beach,Florida,Cities,2016,1.824719584,0.5911,0.887
Orlando,Florida,Cities,2016,0.180038096,0.4833,0.881
Palm Bay,Florida,Cities,2016,0.367569356,0.417,0.9
Sunrise,Florida,Cities,2016,0.105932203,0.4958,0.861
Tamarac,Florida,Cities,2016,0.152634471,0.402,0.88
Tampa,Florida,Cities,2016,0.07980761,0.5429,0.878
West Palm Beach,Florida,Cities,2016,0.092529193,0.4986,0.862
,Georgia,State,2016,0.037814075,0.4813,0.864
Atlanta,Georgia,Cities,2016,0.105802416,0.5744,0.906
,Idaho,State,2016,0.160711799,0.4503,0.904
Meridian,Idaho,Cities,2016,0.212510493,0.4234,0.968
Nampa,Idaho,Cities,2016,0.218531469,0.3712,0.864
,Illinois,State,2016,0.083361081,0.481,0.888
Aurora,Illinois,Cities,2016,0.149135758,0.4535,0.795
Champaign,Illinois,Cities,2016,0.229697603,0.5316,0.957
Chicago,Illinois,Cities,2016,0.179806418,0.5248,0.844
Joliet,Illinois,Cities,2016,0.135239306,0.3911,0.864
Peoria,Illinois,Cities,2016,0.086881728,0.5138,0.897
Rockford,Illinois,Cities,2016,0.339298196,0.4976,0.819
Springfield,Illinois,Cities,2016,0.171581033,0.4838,0.924
,Indiana,State,2016,0.116068614,0.4527,0.884
Bloomington,Indiana,Cities,2016,1.061671307,0.5791,0.921
Fort Wayne,Indiana,Cities,2016,0.152880654,0.4428,0.879
Indianapolis,Indiana,Cities,2016,0.323194641,0.4957,0.869
Muncie,Indiana,Cities,2016,0.142724613,0.4993,0.87
South Bend,Indiana,Cities,2016,0.984048573,0.4784,0.83
,Iowa,State,2016,0.054298024,0.4451,0.918
Des Moines,Iowa,Cities,2016,0.141843301,0.4397,0.848
Iowa City,Iowa,Cities,2016,0.397208945,0.5362,0.937
,Kansas,State,2016,0.168516276,0.455,0.905
Overland Park,Kansas,Cities,2016,0.211523818,0.4332,0.969
Wichita,Kansas,Cities,2016,0.178845628,0.4644,0.876
,Kentucky,State,2016,0.455353594,0.4813,0.857
Bowling Green,Kentucky,Cities,2016,1.703814997,0.5096,0.855
Lexington,Kentucky,Cities,2016,1.258443368,0.4942,0.903
,Louisiana,State,2016,0.057616508,0.499,0.844
Baton Rouge,Louisiana,Cities,2016,0.131354838,0.5746,0.879
,Maine,State,2016,0.300699427,0.4519,0.923
Portland,Maine,Cities,2016,1.640786981,0.4763,0.939
,Maryland,State,2016,0.061413316,0.4499,0.901
Baltimore,Maryland,Cities,2016,0.048513467,0.5211,0.85
,Massachusetts,State,2016,0.571535677,0.4786,0.904
Framingham,Massachusetts,Cities,2016,0.420038644,0.4474,0.895
Lawrence,Massachusetts,Cities,2016,0.124035623,0.4772,0.63
Lowell,Massachusetts,Cities,2016,0.180136363,0.4684,0.838
Quincy,Massachusetts,Cities,2016,0.428095936,0.4456,0.899
Somerville,Massachusetts,Cities,2016,1.359720145,0.4044,0.905
Springfield,Massachusetts,Cities,2016,0.648920845,0.4564,0.779
Worcester,Massachusetts,Cities,2016,0.270863241,0.4977,0.855
,Michigan,State,2016,0.396639836,0.4695,0.904
Ann Arbor,Michigan,Cities,2016,0.08497043,0.5075,0.976
Dearborn,Michigan,Cities,2016,1.479196163,0.4677,0.776
Detroit,Michigan,Cities,2016,0.477845157,0.5036,0.8
Flint,Michigan,Cities,2016,1.640218149,0.4801,0.844
Grand Rapids,Michigan,Cities,2016,0.101761491,0.4552,0.857
Kalamazoo,Michigan,Cities,2016,0.1309089,0.4707,0.878
Lansing,Michigan,Cities,2016,0.173612618,0.4329,0.88
Livonia,Michigan,Cities,2016,0.424511281,0.4151,0.943
Rochester Hills,Michigan,Cities,2016,0.270588394,0.429,0.957
Southfield,Michigan,Cities,2016,0.408507857,0.4311,0.928
Troy,Michigan,Cities,2016,0.835890761,0.419,0.949
Warren,Michigan,Cities,2016,0.737354373,0.4284,0.855
Wyoming,Michigan,Cities,2016,0.131722803,0.3758,0.846
,Minnesota,State,2016,0.220812481,0.4496,0.929
Bloomington,Minnesota,Cities,2016,0.114765763,0.4437,0.904
Brooklyn Park,Minnesota,Cities,2016,1.253132832,0.4343,0.89
Eagan,Minnesota,Cities,2016,0.299859066,0.4056,0.966
Minneapolis,Minnesota,Cities,2016,0.911815449,0.5012,0.896
Plymouth,Minnesota,Cities,2016,0.77926126,0.4337,0.972
St. Cloud,Minnesota,Cities,2016,0.742489717,0.4504,0.927
St. Paul,Minnesota,Cities,2016,0.296130561,0.4792,0.862
,Mississippi,State,2016,0.023447326,0.4828,0.841
,Missouri,State,2016,0.144471281,0.4646,0.896
Columbia,Missouri,Cities,2016,0.577829507,0.4958,0.959
Independence,Missouri,Cities,2016,0.170452124,0.4589,0.916
Kansas City,Missouri,Cities,2016,0.898897074,0.4701,0.9
Lee'S Summit,Missouri,Cities,2016,0.104361257,0.4245,0.974
St. Charles,Missouri,Cities,2016,0.144167003,0.4111,0.933
St. Joseph,Missouri,Cities,2016,0.130587513,0.4805,0.85
St. Louis,Missouri,Cities,2016,0.286162152,0.531,0.87
,Montana,State,2016,0.182928708,0.4667,0.928
Billings,Montana,Cities,2016,0.358915,0.429,0.939
,Nebraska,State,2016,0.157265427,0.4477,0.909
Lincoln,Nebraska,Cities,2016,0.640254964,0.4548,0.928
Omaha,Nebraska,Cities,2016,0.112066666,0.4742,0.88
,Nevada,State,2016,0.139491177,0.4577,0.86
Henderson,Nevada,Cities,2016,0.377249781,0.4389,0.928
North Las Vegas,Nevada,Cities,2016,0.16767692,0.3924,0.806
Reno,Nevada,Cities,2016,0.040890764,0.4715,0.871
,New Hampshire,State,2016,0.209735471,0.4304,0.928
Manchester,New Hampshire,Cities,2016,0.090618289,0.4239,0.859
,New Jersey,State,2016,0.314086583,0.4813,0.893
East Orange,New Jersey,Cities,2016,0.154351953,0.4629,0.843
Jersey City,New Jersey,Cities,2016,0.150274815,0.5191,0.871
Newark,New Jersey,Cities,2016,0.106590869,0.5141,0.744
Passaic,New Jersey,Cities,2016,0.140900637,0.5019,0.641
Trenton,New Jersey,Cities,2016,0.119554302,0.5076,0.739
,New Mexico,State,2016,0.124674408,0.4769,0.854
Albuquerque,New Mexico,Cities,2016,0.445188404,0.4695,0.902
,New York,State,2016,0.285335672,0.5129,0.863
Albany,New York,Cities,2016,0.101402395,0.4917,0.869
Buffalo,New York,Cities,2016,0.233058583,0.5205,0.839
New Rochelle,New York,Cities,2016,0.621975643,0.5339,0.837
New York,New York,Cities,2016,0.393373719,0.5474,0.815
Rochester,New York,Cities,2016,0.095400276,0.5114,0.809
Schenectady,New York,Cities,2016,0.153520219,0.4861,0.841
Yonkers,New York,Cities,2016,0.247432884,0.4833,0.828
,North Carolina,State,2016,0.143747633,0.478,0.873
Asheville,North Carolina,Cities,2016,0.33502334,0.4568,0.901
Concord,North Carolina,Cities,2016,0.111799298,0.4514,0.882
Durham,North Carolina,Cities,2016,0.11375874,0.4695,0.874
Fayetteville,North Carolina,Cities,2016,0.346191889,0.4341,0.912
Gastonia,North Carolina,Cities,2016,0.399371655,0.5576,0.865
Greensboro,North Carolina,Cities,2016,0.207887242,0.5186,0.891
Greenville,North Carolina,Cities,2016,0.544864111,0.5541,0.921
High Point,North Carolina,Cities,2016,0.448692063,0.4879,0.824
Jacksonville,North Carolina,Cities,2016,0.149956513,0.3965,0.939
Raleigh,North Carolina,Cities,2016,0.607911974,0.481,0.922
Wilmington,North Carolina,Cities,2016,0.424260937,0.5549,0.906
,North Dakota,State,2016,0.105883412,0.4533,0.924
Bismarck,North Dakota,Cities,2016,0.273044998,0.4142,0.919
,Ohio,State,2016,0.378574279,0.468,0.9
Akron,Ohio,Cities,2016,0.202781143,0.471,0.872
Canton,Ohio,Cities,2016,0.139563446,0.4474,0.841
Cincinnati,Ohio,Cities,2016,1.405246253,0.5352,0.873
Cleveland,Ohio,Cities,2016,0.207132075,0.527,0.812
Dayton,Ohio,Cities,2016,0.356480821,0.5158,0.834
Parma,Ohio,Cities,2016,0.37699809,0.3671,0.914
Toledo,Ohio,Cities,2016,1.257337462,0.4609,0.863
Youngstown,Ohio,Cities,2016,0.467428055,0.5198,0.835
,Oklahoma,State,2016,0.084157761,0.4645,0.878
Norman,Oklahoma,Cities,2016,0.163742499,0.4798,0.928
Oklahoma City,Oklahoma,Cities,2016,0.046752202,0.4683,0.858
Tulsa,Oklahoma,Cities,2016,0.024645839,0.5131,0.871
,Oregon,State,2016,0.252080953,0.4583,0.903
Beaverton,Oregon,Cities,2016,0.204275486,0.4068,0.911
Eugene,Oregon,Cities,2016,2.244015453,0.4799,0.926
Gresham,Oregon,Cities,2016,0.538160031,0.4171,0.877
Medford,Oregon,Cities,2016,0.123771567,0.4825,0.903
Portland,Oregon,Cities,2016,0.155731948,0.4815,0.917
Salem,Oregon,Cities,2016,0.480457395,0.4331,0.877
,Pennsylvania,State,2016,0.047704383,0.4689,0.901
Philadelphia,Pennsylvania,Cities,2016,0.114589394,0.5153,0.832
Pittsburgh,Pennsylvania,Cities,2016,0.462897141,0.5049,0.923
Reading,Pennsylvania,Cities,2016,0.113851128,0.4622,0.65
Scranton,Pennsylvania,Cities,2016,0.258625149,0.4771,0.85
,Rhode Island,State,2016,0.113468096,0.4781,0.885
Cranston,Rhode Island,Cities,2016,0.123210369,0.4078,0.902
Pawtucket,Rhode Island,Cities,2016,0.279173646,0.4703,0.827
Providence,Rhode Island,Cities,2016,0.055760009,0.5519,0.809
,South Carolina,State,2016,0.046372632,0.4735,0.866
,South Dakota,State,2016,0.185713523,0.4495,0.912
Rapid City,South Dakota,Cities,2016,0.402290373,0.4854,0.893
Sioux Falls,South Dakota,Cities,2016,0.22837307,0.4523,0.911
,Tennessee,State,2016,0.213552974,0.479,0.87
Chattanooga,Tennessee,Cities,2016,0.16872796,0.5063,0.862
Clarksville,Tennessee,Cities,2016,0.065562593,0.3931,0.919
Franklin,Tennessee,Cities,2016,0.133741691,0.4197,0.934
Jackson,Tennessee,Cities,2016,0.447828034,0.507,0.886
Johnson City,Tennessee,Cities,2016,0.300702139,0.4715,0.89
Knoxville,Tennessee,Cities,2016,0.053595451,0.4833,0.887
Memphis,Tennessee,Cities,2016,0.137104416,0.5173,0.856
,Texas,State,2016,0.060562923,0.48,0.829
Arlington,Texas,Cities,2016,0.127334681,0.433,0.837
Austin,Texas,Cities,2016,0.188105268,0.4821,0.892
Beaumont,Texas,Cities,2016,0.338172011,0.5153,0.856
Cedar Park,Texas,Cities,2016,0.28964099,0.3504,0.97
College Station,Texas,Cities,2016,0.090264928,0.5639,0.966
Dallas,Texas,Cities,2016,0.083274095,0.5303,0.767
Denton,Texas,Cities,2016,0.223790413,0.4653,0.907
El Paso,Texas,Cities,2016,0.014551953,0.4672,0.789
Fort Worth,Texas,Cities,2016,0.234783395,0.4663,0.818
Grand Prairie,Texas,Cities,2016,0.052556893,0.3733,0.816
Houston,Texas,Cities,2016,0.025703109,0.5284,0.785
League City,Texas,Cities,2016,0.098584329,0.3633,0.954
Lewisville,Texas,Cities,2016,0.189103837,0.4143,0.856
Longview,Texas,Cities,2016,0.363055475,0.4761,0.811
Mckinney,Texas,Cities,2016,0.412519374,0.3903,0.899
Odessa,Texas,Cities,2016,0.243488706,0.522,0.795
Plano,Texas,Cities,2016,0.03469307,0.4352,0.935
Round Rock,Texas,Cities,2016,0.167633352,0.389,0.942
San Angelo,Texas,Cities,2016,0.098164327,0.4486,0.846
San Antonio,Texas,Cities,2016,0.060054369,0.4599,0.809
Sugar Land,Texas,Cities,2016,0.111002575,0.4782,0.933
Temple,Texas,Cities,2016,0.136219368,0.4654,0.882
Tyler,Texas,Cities,2016,0.380792811,0.5021,0.845
Wichita Falls,Texas,Cities,2016,0.191049338,0.468,0.852
,Utah,State,2016,0.216797112,0.4263,0.917
Layton,Utah,Cities,2016,0.132481916,0.3696,0.952
Salt Lake City,Utah,Cities,2016,0.051568189,0.4754,0.878
South Jordan,Utah,Cities,2016,0.142397403,0.3738,0.965
St. George,Utah,Cities,2016,0.244633356,0.4541,0.923
West Jordan,Utah,Cities,2016,0.176064087,0.331,0.907
,Vermont,State,2016,0.401056222,0.4539,0.921
,Virginia,State,2016,0.144989886,0.4705,0.893
Alexandria,Virginia,Cities,2016,0.128767247,0.4621,0.917
Chesapeake,Virginia,Cities,2016,0.169083147,0.412,0.911
Hampton,Virginia,Cities,2016,0.073798559,0.4407,0.912
Newport News,Virginia,Cities,2016,0.220172175,0.4361,0.907
Norfolk,Virginia,Cities,2016,0.040694409,0.4855,0.883
Portsmouth,Virginia,Cities,2016,0.313109912,0.4236,0.871
Richmond,Virginia,Cities,2016,0.044957964,0.555,0.861
Virginia Beach,Virginia,Cities,2016,0.110371134,0.418,0.934
,Washington,State,2016,0.510923461,0.4591,0.908
Auburn,Washington,Cities,2016,0.637755102,0.4128,0.867
Bellevue,Washington,Cities,2016,1.26548461,0.4415,0.956
Bellingham,Washington,Cities,2016,0.930178478,0.4532,0.922
Everett,Washington,Cities,2016,0.458766103,0.4598,0.866
Federal Way,Washington,Cities,2016,0.2076024,0.4136,0.863
Kent,Washington,Cities,2016,1.244129265,0.4279,0.81
Kirkland,Washington,Cities,2016,0.112832433,0.4139,0.964
Marysville,Washington,Cities,2016,0.440063369,0.3821,0.916
Pasco,Washington,Cities,2016,0.140692488,0.4035,0.744
Renton,Washington,Cities,2016,0.785021784,0.4424,0.926
Seattle,Washington,Cities,2016,1.556446903,0.5035,0.944
Spokane,Washington,Cities,2016,0.37378287,0.4773,0.937
Spokane Valley,Washington,Cities,2016,1.042502841,0.4071,0.918
Tacoma,Washington,Cities,2016,0.428747011,0.4471,0.886
Vancouver,Washington,Cities,2016,0.228686425,0.4499,0.906
Yakima,Washington,Cities,2016,0.531287522,0.4467,0.765
,West Virginia,State,2016,0.22421071,0.4711,0.86
,Wisconsin,State,2016,0.057163476,0.4498,0.919
Appleton,Wisconsin,Cities,2016,0.134338183,0.4658,0.917
Green Bay,Wisconsin,Cities,2016,0.094829875,0.4642,0.899
Madison,Wisconsin,Cities,2016,0.594917029,0.4588,0.965
Milwaukee,Wisconsin,Cities,2016,0.016661307,0.4844,0.832
,Wyoming,State,2016,0.051289942,0.436,0.932
,Alabama,State,2015,0.02061491,0.4811,0.849
Birmingham,Alabama,Cities,2015,0.235525764,0.4826,0.871
Hoover,Alabama,Cities,2015,0.46968754,0.4216,0.962
,Alaska,State,2015,0.108404169,0.4322,0.926
Anchorage,Alaska,Cities,2015,0.165981164,0.4525,0.943
,Arizona,State,2015,0.405747382,0.4702,0.861
Avondale,Arizona,Cities,2015,0.248345399,0.3738,0.878
Chandler,Arizona,Cities,2015,0.038628682,0.4327,0.93
Gilbert,Arizona,Cities,2015,0.16173117,0.3648,0.958
Glendale,Arizona,Cities,2015,0.332814697,0.4603,0.825
Mesa,Arizona,Cities,2015,0.08491956,0.4524,0.871
Phoenix,Arizona,Cities,2015,1.481012269,0.4893,0.802
Scottsdale,Arizona,Cities,2015,0.128275296,0.514,0.946
Tucson,Arizona,Cities,2015,0.075518006,0.4566,0.832
Yuma,Arizona,Cities,2015,0.425880775,0.448,0.777
,Arkansas,State,2015,0.016803187,0.4773,0.854
Fort Smith,Arkansas,Cities,2015,0.228302684,0.517,0.777
,California,State,2015,0.207519673,0.4876,0.822
Alameda,California,Cities,2015,0.254410848,0.4554,0.929
Alhambra,California,Cities,2015,0.116042936,0.4915,0.841
Antioch,California,Cities,2015,0.723739562,0.3947,0.873
Bakersfield,California,Cities,2015,0.106984196,0.4567,0.793
Bellflower,California,Cities,2015,0.254339671,0.4569,0.758
Berkeley,California,Cities,2015,0.332261789,0.5216,0.958
Buena Park,California,Cities,2015,0.119497156,0.4182,0.812
Burbank,California,Cities,2015,0.094459925,0.471,0.913
Camarillo,California,Cities,2015,0.148533234,0.4432,0.898
Carson,California,Cities,2015,0.320249368,0.3828,0.791
Chino Hills,California,Cities,2015,0.129007289,0.352,0.925
Chula Vista,California,Cities,2015,0.113115774,0.4172,0.823
Citrus Heights,California,Cities,2015,0.230274141,0.3927,0.912
Clovis,California,Cities,2015,0.192735788,0.4155,0.921
Compton,California,Cities,2015,0.201765448,0.3914,0.589
Concord,California,Cities,2015,0.388298244,0.4138,0.867
Daly City,California,Cities,2015,0.186358554,0.3807,0.867
Davis,California,Cities,2015,0.895068174,0.5407,0.986
El Cajon,California,Cities,2015,0.0962075,0.4232,0.82
Elk Grove,California,Cities,2015,0.120349254,0.3737,0.907
El Monte,California,Cities,2015,0.255588877,0.4452,0.57
Escondido,California,Cities,2015,0.395434055,0.4421,0.762
Fairfield,California,Cities,2015,0.088824146,0.4356,0.867
Folsom,California,Cities,2015,0.26252576,0.3866,0.941
Fremont,California,Cities,2015,0.129072784,0.3913,0.945
Fresno,California,Cities,2015,0.153598919,0.4777,0.755
Fullerton,California,Cities,2015,0.071037359,0.463,0.835
Garden Grove,California,Cities,2015,0.113609898,0.4351,0.722
Glendale,California,Cities,2015,0.049432026,0.4939,0.861
Hawthorne,California,Cities,2015,0.452437507,0.4653,0.743
Hayward,California,Cities,2015,0.254522548,0.399,0.827
Hemet,California,Cities,2015,0.238010234,0.4662,0.791
Hesperia,California,Cities,2015,0.214252046,0.4232,0.792
Huntington Beach,California,Cities,2015,0.147613823,0.4525,0.92
Indio,California,Cities,2015,0.114685475,0.4232,0.773
Irvine,California,Cities,2015,0.116189901,0.4683,0.966
